Purchase Type,Credit Score,Finance Type,State,PMA,Make,Lender Type,Amount Financed,2023 Vehicle Count,2024 Vehicle Count,2025 Vehicle Count
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$5,000 - $9,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$10,000 - $14,999",3,1,3
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$15,000 - $19,999",0,0,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$20,000 - $24,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,INDEPENDENT,"$25,000 - $29,999",1,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$15,000 - $19,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$25,000 - $29,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$40,000 - $44,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,SUZUKI,INDEPENDENT,"$10,000 - $14,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TESLA,INDEPENDENT,"$25,000 - $29,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$5,000 - $9,999",0,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$15,000 - $19,999",0,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$25,000 - $29,999",0,2,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$30,000 - $34,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,"$40,000 - $44,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,BANK,Not Available,0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$5,000 - $9,999",1,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$10,000 - $14,999",3,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$15,000 - $19,999",0,1,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$20,000 - $24,999",1,1,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$25,000 - $29,999",2,2,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$30,000 - $34,999",1,2,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$35,000 - $39,999",0,2,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$45,000 - $49,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$5,000 - $9,999",0,0,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$10,000 - $14,999",1,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$15,000 - $19,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$20,000 - $24,999",1,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$25,000 - $29,999",1,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$30,000 - $34,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,CREDIT UNION,"$40,000 - $44,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$0 - $4,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$10,000 - $14,999",0,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$15,000 - $19,999",3,0,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$20,000 - $24,999",1,3,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$25,000 - $29,999",0,3,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,INDEPENDENT,"$30,000 - $34,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,UNKNOWN,"$15,000 - $19,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,TOYOTA,UNKNOWN,"$40,000 - $44,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$5,000 - $9,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,BANK,"$25,000 - $29,999",0,2,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CAPTIVE,"$20,000 - $24,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$15,000 - $19,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,CREDIT UNION,"$20,000 - $24,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$5,000 - $9,999",1,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$10,000 - $14,999",0,1,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$15,000 - $19,999",1,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$20,000 - $24,999",2,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLKSWAGEN,INDEPENDENT,"$30,000 - $34,999",0,0,2
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLVO,CREDIT UNION,"$5,000 - $9,999",1,0,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLVO,INDEPENDENT,"$15,000 - $19,999",0,1,0
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLVO,INDEPENDENT,"$20,000 - $24,999",0,0,1
USED,300 - 600,LOAN,MONTANA,0001 - Kalispell,VOLVO,INDEPENDENT,"$25,000 - $29,999",1,0,0
USED,601 - 660,LEASE,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$20,000 - $24,999",0,1,0
USED,601 - 660,LEASE,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$15,000 - $19,999",1,0,0
USED,601 - 660,LEASE,MONTANA,0001 - Kalispell,SUBARU,UNKNOWN,"$40,000 - $44,999",0,0,1
USED,601 - 660,LEASE,MONTANA,0001 - Kalispell,TOYOTA,CAPTIVE,"$50,000 - $59,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,ACURA,CAPTIVE,"$50,000 - $59,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,ACURA,CREDIT UNION,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,ACURA,CREDIT UNION,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,ACURA,INDEPENDENT,"$25,000 - $29,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,BANK,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,BANK,"$25,000 - $29,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,BANK,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,BANK,"$50,000 - $59,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,BANK,"$60,000 - $69,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,CREDIT UNION,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,CREDIT UNION,"$15,000 - $19,999",0,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,CREDIT UNION,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,CREDIT UNION,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,INDEPENDENT,"$10,000 - $14,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,INDEPENDENT,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,INDEPENDENT,"$20,000 - $24,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,INDEPENDENT,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,INDEPENDENT,"$35,000 - $39,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,UNKNOWN,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,UNKNOWN,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,AUDI,UNKNOWN,"$25,000 - $29,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,BANK,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,BANK,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,BANK,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,BANK,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,CAPTIVE,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,CREDIT UNION,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,CREDIT UNION,"$15,000 - $19,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,INDEPENDENT,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,INDEPENDENT,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,INDEPENDENT,"$35,000 - $39,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,INDEPENDENT,"$50,000 - $59,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BMW,UNKNOWN,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BUICK,BANK,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BUICK,BANK,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BUICK,BANK,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BUICK,CAPTIVE,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,BUICK,INDEPENDENT,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,BANK,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,BANK,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,BANK,"$25,000 - $29,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,BANK,"$80,000 - $89,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,CAPTIVE,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,CREDIT UNION,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,CREDIT UNION,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,INDEPENDENT,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CADILLAC,UNKNOWN,"$5,000 - $9,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$0 - $4,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$5,000 - $9,999",3,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$10,000 - $14,999",2,3,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$15,000 - $19,999",1,3,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$20,000 - $24,999",3,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$25,000 - $29,999",4,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$30,000 - $34,999",1,3,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$35,000 - $39,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$40,000 - $44,999",1,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$45,000 - $49,999",3,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$50,000 - $59,999",5,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$60,000 - $69,999",2,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$70,000 - $79,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,BANK,"$80,000 - $89,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$10,000 - $14,999",1,0,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$15,000 - $19,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$20,000 - $24,999",2,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$25,000 - $29,999",3,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$30,000 - $34,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$35,000 - $39,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$40,000 - $44,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$60,000 - $69,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CAPTIVE,"$70,000 - $79,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$0 - $4,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$5,000 - $9,999",2,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$10,000 - $14,999",1,3,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$15,000 - $19,999",3,4,8
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$20,000 - $24,999",2,3,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$25,000 - $29,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$30,000 - $34,999",1,1,8
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$35,000 - $39,999",6,1,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$40,000 - $44,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$45,000 - $49,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$50,000 - $59,999",4,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$60,000 - $69,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$70,000 - $79,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,CREDIT UNION,"$80,000 - $89,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$5,000 - $9,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$10,000 - $14,999",0,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$15,000 - $19,999",4,4,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$20,000 - $24,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$25,000 - $29,999",1,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$30,000 - $34,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$35,000 - $39,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$40,000 - $44,999",1,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$45,000 - $49,999",1,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$50,000 - $59,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,INDEPENDENT,"$70,000 - $79,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$0 - $4,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$10,000 - $14,999",0,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$15,000 - $19,999",3,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$20,000 - $24,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$25,000 - $29,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$35,000 - $39,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$45,000 - $49,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,"$50,000 - $59,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHEVROLET,UNKNOWN,Not Available,0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,BANK,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,BANK,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,CREDIT UNION,"$5,000 - $9,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,CREDIT UNION,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,CREDIT UNION,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,CREDIT UNION,"$40,000 - $44,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,INDEPENDENT,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,INDEPENDENT,"$10,000 - $14,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,INDEPENDENT,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,INDEPENDENT,"$20,000 - $24,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,UNKNOWN,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,CHRYSLER,UNKNOWN,"$35,000 - $39,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$20,000 - $24,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$30,000 - $34,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,BANK,"$40,000 - $44,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CAPTIVE,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CAPTIVE,"$20,000 - $24,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CREDIT UNION,"$0 - $4,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CREDIT UNION,"$10,000 - $14,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CREDIT UNION,"$15,000 - $19,999",1,0,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CREDIT UNION,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CREDIT UNION,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,CREDIT UNION,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,INDEPENDENT,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,INDEPENDENT,"$10,000 - $14,999",3,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,INDEPENDENT,"$15,000 - $19,999",2,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,INDEPENDENT,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,UNKNOWN,"$15,000 - $19,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,UNKNOWN,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,UNKNOWN,"$25,000 - $29,999",0,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,UNKNOWN,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,UNKNOWN,"$50,000 - $59,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,DODGE,UNKNOWN,"$90,000 - $99,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FIAT,INDEPENDENT,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FIAT,UNKNOWN,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$0 - $4,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$5,000 - $9,999",2,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$10,000 - $14,999",3,4,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$15,000 - $19,999",5,4,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$20,000 - $24,999",3,4,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$25,000 - $29,999",6,0,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$30,000 - $34,999",3,4,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$35,000 - $39,999",3,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$40,000 - $44,999",3,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$45,000 - $49,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$50,000 - $59,999",2,3,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,BANK,"$60,000 - $69,999",2,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$15,000 - $19,999",0,3,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$20,000 - $24,999",1,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$30,000 - $34,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$35,000 - $39,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$45,000 - $49,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$50,000 - $59,999",2,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$60,000 - $69,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$80,000 - $89,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CAPTIVE,"$100,000 - $124,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$0 - $4,999",1,0,1
