Purchase Type,Credit Score,Finance Type,State,PMA,Make,Lender Type,Amount Financed,2023 Vehicle Count,2024 Vehicle Count,2025 Vehicle Count
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$5,000 - $9,999",3,5,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$10,000 - $14,999",7,5,7
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$15,000 - $19,999",4,5,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$20,000 - $24,999",5,4,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$25,000 - $29,999",3,7,5
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$30,000 - $34,999",5,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$35,000 - $39,999",5,1,6
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$40,000 - $44,999",0,3,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$45,000 - $49,999",0,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$50,000 - $59,999",2,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$60,000 - $69,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$70,000 - $79,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,CREDIT UNION,"$80,000 - $89,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$5,000 - $9,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$10,000 - $14,999",3,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$15,000 - $19,999",4,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$20,000 - $24,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$35,000 - $39,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$40,000 - $44,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,INDEPENDENT,"$45,000 - $49,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$5,000 - $9,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$15,000 - $19,999",0,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$30,000 - $34,999",3,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$35,000 - $39,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$50,000 - $59,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,FORD,UNKNOWN,"$60,000 - $69,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$10,000 - $14,999",2,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$15,000 - $19,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$20,000 - $24,999",0,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$25,000 - $29,999",3,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$30,000 - $34,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$35,000 - $39,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$40,000 - $44,999",1,4,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$45,000 - $49,999",0,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$50,000 - $59,999",1,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$60,000 - $69,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,BANK,"$70,000 - $79,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$50,000 - $59,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CAPTIVE,"$60,000 - $69,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$0 - $4,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$10,000 - $14,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$15,000 - $19,999",1,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$20,000 - $24,999",0,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$25,000 - $29,999",1,2,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$30,000 - $34,999",1,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$35,000 - $39,999",3,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$40,000 - $44,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$45,000 - $49,999",2,4,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$50,000 - $59,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,CREDIT UNION,"$60,000 - $69,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$5,000 - $9,999",0,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$10,000 - $14,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$15,000 - $19,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$20,000 - $24,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$35,000 - $39,999",0,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$40,000 - $44,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,INDEPENDENT,"$50,000 - $59,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,UNKNOWN,"$0 - $4,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,UNKNOWN,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,UNKNOWN,"$25,000 - $29,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,UNKNOWN,"$40,000 - $44,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,GMC,UNKNOWN,"$60,000 - $69,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$0 - $4,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$10,000 - $14,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$15,000 - $19,999",0,1,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$25,000 - $29,999",0,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$30,000 - $34,999",3,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,BANK,"$40,000 - $44,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$10,000 - $14,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$15,000 - $19,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$25,000 - $29,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CAPTIVE,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$0 - $4,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$5,000 - $9,999",1,2,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$10,000 - $14,999",2,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$20,000 - $24,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$25,000 - $29,999",3,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$30,000 - $34,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,CREDIT UNION,"$45,000 - $49,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$0 - $4,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,INDEPENDENT,"$35,000 - $39,999",0,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,UNKNOWN,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,UNKNOWN,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,UNKNOWN,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,UNKNOWN,"$35,000 - $39,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,UNKNOWN,"$40,000 - $44,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HONDA,UNKNOWN,"$60,000 - $69,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$5,000 - $9,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$10,000 - $14,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$15,000 - $19,999",1,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,BANK,"$30,000 - $34,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CAPTIVE,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CREDIT UNION,"$5,000 - $9,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CREDIT UNION,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CREDIT UNION,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CREDIT UNION,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CREDIT UNION,"$25,000 - $29,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,CREDIT UNION,"$30,000 - $34,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,INDEPENDENT,"$10,000 - $14,999",1,3,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,INDEPENDENT,"$15,000 - $19,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,HYUNDAI,INDEPENDENT,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,INFINITI,BANK,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,INFINITI,UNKNOWN,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$10,000 - $14,999",4,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$15,000 - $19,999",1,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$20,000 - $24,999",3,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$25,000 - $29,999",3,1,4
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$30,000 - $34,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$35,000 - $39,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,"$40,000 - $44,999",3,0,3
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,BANK,Not Available,0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$20,000 - $24,999",1,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$25,000 - $29,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$45,000 - $49,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CAPTIVE,"$60,000 - $69,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$5,000 - $9,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$10,000 - $14,999",0,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$15,000 - $19,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$20,000 - $24,999",1,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$25,000 - $29,999",2,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$30,000 - $34,999",0,4,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,"$40,000 - $44,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,CREDIT UNION,Not Available,1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$10,000 - $14,999",0,2,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$15,000 - $19,999",0,1,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$20,000 - $24,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$25,000 - $29,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,INDEPENDENT,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,UNKNOWN,"$20,000 - $24,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,UNKNOWN,"$40,000 - $44,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,UNKNOWN,"$50,000 - $59,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,JEEP,UNKNOWN,Not Available,1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,BANK,"$5,000 - $9,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,BANK,"$15,000 - $19,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,BANK,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,BANK,"$40,000 - $44,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,CAPTIVE,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,CREDIT UNION,"$5,000 - $9,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,CREDIT UNION,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,CREDIT UNION,"$15,000 - $19,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,CREDIT UNION,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,INDEPENDENT,"$10,000 - $14,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,INDEPENDENT,"$15,000 - $19,999",0,3,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,UNKNOWN,"$5,000 - $9,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,KIA,UNKNOWN,"$25,000 - $29,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LAND ROVER,BANK,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LAND ROVER,CAPTIVE,"$20,000 - $24,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LAND ROVER,CREDIT UNION,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LAND ROVER,CREDIT UNION,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LAND ROVER,CREDIT UNION,"$25,000 - $29,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,BANK,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,BANK,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,BANK,"$40,000 - $44,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,CAPTIVE,"$10,000 - $14,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,CREDIT UNION,"$5,000 - $9,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,CREDIT UNION,"$10,000 - $14,999",2,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,CREDIT UNION,"$15,000 - $19,999",0,1,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,CREDIT UNION,"$25,000 - $29,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LEXUS,INDEPENDENT,"$10,000 - $14,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LINCOLN,BANK,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LINCOLN,CAPTIVE,"$20,000 - $24,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,LINCOLN,UNKNOWN,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,BANK,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,BANK,"$25,000 - $29,999",1,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,BANK,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,CAPTIVE,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,CREDIT UNION,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,CREDIT UNION,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,CREDIT UNION,"$20,000 - $24,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,INDEPENDENT,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,INDEPENDENT,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,INDEPENDENT,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,INDEPENDENT,"$25,000 - $29,999",0,2,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,INDEPENDENT,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,UNKNOWN,"$20,000 - $24,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MAZDA,UNKNOWN,Not Available,0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,BANK,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,BANK,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,CAPTIVE,"$45,000 - $49,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,CREDIT UNION,"$5,000 - $9,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,INDEPENDENT,"$5,000 - $9,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,INDEPENDENT,"$30,000 - $34,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,INDEPENDENT,"$70,000 - $79,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MERCEDES-BENZ,UNKNOWN,"$15,000 - $19,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MINI,INDEPENDENT,"$10,000 - $14,999",0,3,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MINI,UNKNOWN,"$30,000 - $34,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MINI,UNKNOWN,"$45,000 - $49,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MITSUBISHI,CREDIT UNION,"$35,000 - $39,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,MITSUBISHI,INDEPENDENT,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$5,000 - $9,999",0,2,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$15,000 - $19,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$20,000 - $24,999",2,0,2
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$25,000 - $29,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$30,000 - $34,999",1,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,BANK,"$45,000 - $49,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$5,000 - $9,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$10,000 - $14,999",1,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$15,000 - $19,999",0,1,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$25,000 - $29,999",2,0,0
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CAPTIVE,"$30,000 - $34,999",0,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$0 - $4,999",1,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$5,000 - $9,999",2,0,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$10,000 - $14,999",1,3,1
USED,601 - 660,LOAN,MONTANA,0001 - Kalispell,NISSAN,CREDIT UNION,"$15,000 - $19,999",2,1,0
